City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
342,pristen',51.2355,36.6959,20.51,43,60,4.08,RU,1714998062
343,marabba,12.35,32.1833,42.05,5,1,5.04,SD,1714998062
344,al bawiti,28.3492,28.8659,26.52,23,0,6.1,EG,1714998062
345,siguiri,11.6667,-9.5,40.59,20,15,1.51,GN,1714998062
346,lodhran,29.5405,71.6336,42.08,10,2,3.0,PK,1714998062
347,kolyvan',55.3053,82.7391,10.79,34,32,5.29,RU,1714998062
348,nikolayevsk-on-amure,53.1406,140.73,1.79,73,32,1.34,RU,1714998062
349,kutum,14.2,24.6667,35.48,8,0,7.44,SD,1714998062
350,gamay,12.3854,125.2979,25.32,84,76,1.57,PH,1714998062
351,cole harbour,44.6724,-63.4751,6.07,95,100,5.14,CA,1714998062
352,el calafate,-50.3408,-72.2768,-4.67,63,20,2.32,AR,1714998062
353,bemidji,47.4736,-94.8803,10.51,70,0,4.12,US,1714998062
354,linxia chengguanzhen,35.6003,103.2064,16.78,29,58,3.47,CN,1714998063
355,vilyuchinsk,52.9306,158.4028,2.36,86,96,0.88,RU,1714998063
356,sisimiut,66.9395,-53.6735,-5.89,72,93,1.48,GL,1714998063
357,muskogee,35.5834,-95.3336,17.2,95,100,3.6,US,1714998063
358,bardai,11.65,7.2333,38.58,18,78,1.05,NG,1714998063
359,fig tree,-33.0317,148.7511,10.19,80,42,4.58,AU,1714998063
360,san luis de la loma,17.2706,-100.8939,24.97,76,29,2.5,MX,1714998063
361,abashiri,44.0213,144.2697,9.73,94,100,4.6,JP,1714998063
362,kayangel,8.0823,134.7173,28.51,75,100,5.3,PW,1714998063
