City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
126,ambon,-3.6954,128.1814,299.86,14,40,2.57,ID,1714862010
127,udachny,66.4167,112.4,271.73,89,100,3.92,RU,1714862113
128,kaka,37.3482,59.6143,288.92,76,0,2.25,TM,1714862113
129,hasaki,35.7333,140.8333,292.37,70,6,6.76,JP,1714862113
130,samamiya,11.3487,9.6399,303.77,26,62,2.93,NG,1714862113
131,thunder bay,48.4001,-89.3168,282.14,87,100,2.57,CA,1714861869
132,ploudalmezeau,48.5333,-4.65,286.08,100,100,6.69,FR,1714862113
133,bonthe,7.5264,-12.505,301.41,81,100,2.89,SL,1714862113
134,polyarnyy,69.1989,33.4478,269.72,93,100,5.34,RU,1714862113
135,maceio,-9.6658,-35.7353,299.84,83,40,1.54,BR,1714861949
136,sol'-iletsk,51.1631,54.9918,274.67,64,0,2.23,RU,1714862000
137,erenhot,43.6475,111.9767,286.11,35,95,7.9,CN,1714862114
138,niafunke,15.9322,-3.9906,307.38,13,0,5.95,ML,1714862114
139,buka,40.8108,69.1986,290.71,75,100,2.65,UZ,1714862114
140,sinabang,2.4803,96.3801,300.12,84,100,1.39,ID,1714862114
141,kamaishi,39.2667,141.8833,291.95,45,95,0.51,JP,1714862114
142,manuguru,17.981,80.7547,302.21,76,16,2.54,IN,1714862114
143,ocean city,39.2776,-74.5746,283.25,89,100,5.81,US,1714862114
144,chonchi,-42.6128,-73.8092,277.71,96,100,1.5,CL,1714861951
145,mto wa mbu,-3.35,35.85,293.31,90,100,0.78,TZ,1714862114
146,invercargill,-46.4,168.35,282.05,92,58,2.24,NZ,1714862002
147,suklayin,15.7574,121.5503,299.8,84,55,0.7,PH,1714862114
148,shimoda,34.6667,138.95,294.32,63,10,4.45,JP,1714862115
149,egilsstadir,65.2653,-14.3948,279.1,87,75,1.03,IS,1714862115
150,portland,45.5234,-122.6762,284.12,94,100,2.57,US,1714862054
151,xining,36.6167,101.7667,282.02,52,17,0.88,CN,1714862115
152,cooma,-36.2333,149.1333,283.35,76,100,2.46,AU,1714862115
153,forres,57.6113,-3.6108,283.7,92,75,1.54,GB,1714862115
154,guarapari,-20.6667,-40.4975,296.54,90,0,2.25,BR,1714861927
